id,Comercial_Name,Social_reason,Activity,Size,Colony,Postal_Code,State,City,Phone,EMAIL,Web_Page,Max_People
880,COCTELES Y SABORES S DE RL DE CV,COCTELES Y SABORES S DE RL DE CV,Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación,51 a 100 personas,SAN HUMBERTO,66120,Nuevo León,Santa Catarina,,COSER@COCTELESYSABORES.COM.MX,WWW.COCTELESYSABORES.COM.MX,100
881,COMERCIALIZADORA DE PRODUCTOS LA LUZ,COMERCIALIZADORA DE PRODUCTOS LA LUZ SA DE CV,Elaboración de tortillas de maíz y molienda de nixtamal,51 a 100 personas,KALOS,66367,Nuevo León,Santa Catarina,8112162601,RECURSOSHUMANOS@PRODUCTOSLALUZDEESMERALDA.COM,,100
882,COMERCIALIZADORA GONAC,COMERCIALIZADORA GONAC SA DE CV,Elaboración de botanas,101 a 250 personas,INDUSTRIAL MARTEL,66367,Nuevo León,Santa Catarina,8128837053,JOHERNANDEZ@GONAC.COM.MX,WWW.GONAC.COM.MX,250
883,COMERCIALIZADORA Y DISTRIBUIDORA ANHE,COMERCIALIZADORA Y DISTRIBUIDORA ANHE SA DE CV,Elaboración de tortillas de maíz y molienda de nixtamal,51 a 100 personas,JARDINES DEL NOGALAR,66486,Nuevo León,San Nicolás de los Garza,,TORTIPLANTA@PRODIGY.NET.MX,WWW.TORIPLANTA.COM.MX,100
884,COMPAÑIA TOPO CHICO,COMPAÑIA TOPO CHICO S DE RL DE CV,Elaboración de refrescos y otras bebidas no alcohólicas,51 a 100 personas,TOPO CHICO,65000,Nuevo León,Monterrey,,ALAN.ZUNIGA@ARCACONTAL.COM,,100
885,CONFECCIONES EXCLUSIVAS DEL NORESTE,CONFECCIONES EXCLUSIVAS DEL NORESTE SA DE CV,Confección en serie de uniformes,51 a 100 personas,LOS TREVIÃ¿O,66150,Nuevo León,Santa Catarina,,BORALIA@BANTU.COM.MX,,100
886,CONFECCIONES Y MAQUILAS SA,CONFECCIONES Y MAQUILAS SA,Confección en serie de otra ropa exterior de materiales textiles,101 a 250 personas,DEL NORTE,64500,Nuevo León,Monterrey,,CONF.MAQUILAS@MEDALLAGACELA.COM.MX,,250
887,D M MEXICANA,D M MEXICANA SA DE CV,"Elaboración de leche en polvo, condensada y evaporada",101 a 250 personas,LA FE,66477,Nuevo León,San Nicolás de los Garza,,ARTURO.G@D-MMEXICANA.COM.MX,WWW.D-MMEXICANA.COM.MX,250
888,DAWN MIXCO INTERNACIONAL,DAWN MIXCO INTERNACIONAL SA DE CV,Elaboración de galletas y pastas para sopa,251 y más personas,INDUSTRIAL MARFER 1,66359,Nuevo León,Santa Catarina,,FERNANDO.REYES@DAWNFOODS.COM,WWW.DAWNFOODS.COM.MX,251
889,DAWN MIXCO INTERNACIONAL SANTA CATARINA,DAWN MIXCO INTERNACIONAL SA DE CV,Elaboración de galletas y pastas para sopa,101 a 250 personas,MARFER 1,66359,Nuevo León,Santa Catarina,,FERNANDO.REYES@DAWMFOODS.COM,WWW.DAWNFOODS.COM,250
890,DELICIAS DEL CONTRY,DELICIAS GARZA VILLARREAL SA DE CV,Panificación tradicional,251 y más personas,LOS SAUCES,67146,Nuevo León,Guadalupe,,MAURICIOGARZA@DELICIASDELCONTRY.COM,WWW.DELICIASDELCONTRY.COM,251
891,DIMSA DIAMANTES TEXTILES,DIMSA DIAMANTES TEXTILES SA DE CV,Confección en serie de ropa interior y de dormir,101 a 250 personas,LAGRANGE,66480,Nuevo León,San Nicolás de los Garza,,NRH@DIMSA.COM,,250
892,FÁBRICA DE CAMISAS GINO SA DE CV,FABRICA DE CAMISAS GINO SA DE CV,Confección en serie de camisas,101 a 250 personas,INDUSTRIAL UNIDAD NACIONAL 2,66350,Nuevo León,Santa Catarina,,NOMINASGINO@PRODIGY.NET.MX,,250
893,FABRICA DE CAMISAS MANCHESTER SA DE CV,FABRICA DE CAMISAS MANCHESTER SA DE CV,Confección en serie de camisas,251 y más personas,LOMA LARGA,64710,Nuevo León,Monterrey,,ARAMIREZ@MANCHESTER.COM.MX,,251
894,FABRICA DE DULCES RAVI,FABRICA DE DULCES RAVI SA DE CV,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",51 a 100 personas,LOS NOGALES,64260,Nuevo León,Monterrey,,CONTABILIDAD@RAVI.COM.MX,,100
895,FORRAJERA ELIZONDO,FORRAJERA ELIZONDO SA DE CV,Elaboración de alimentos para animales,51 a 100 personas,ZONA CENTRO,66600,Nuevo León,Apodaca,,CONTABILIDAD@FORRAJERAELIZONDO.COM.MX,,100
896,GENAPRO,GENAPRO SA DE CV,Elaboración de botanas,51 a 100 personas,TOPO CHICO,64260,Nuevo León,Monterrey,8183767914,GENAPRO@TELMEXMAIL.COM,,100
897,GRIFFITH FOODS,GRIFFITH FOODS SA DE CV,Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación,251 y más personas,PIO XII,66362,Nuevo León,Santa Catarina,8112456741,JMONTERRUBIO@GRIFFITHFOODS.COM,,251
898,GRUPO IDRAPOWER,GRUPO IDRAPOWER SA DE CV,Elaboración de refrescos y otras bebidas no alcohólicas,101 a 250 personas,PARQUE INDUSTRIAL MARTEL,66367,Nuevo León,Santa Catarina,,VENTAS@GRUPOIDRAPOWER.COM,IDRAPOWER.COM,250
899,GRUPO IMASU,GRUPO IMASU SA DE CV,Confección en serie de otra ropa exterior de materiales textiles,51 a 100 personas,PIO X,64710,Nuevo León,Monterrey,8123516602,FERNANDO@GRUPOIMASU.COM,WWW.GRUPOIMASU.COM,100
900,GRUPO LIRDEL,GRUPO LIRDEL SA DE CV,Elaboración de tortillas de maíz y molienda de nixtamal,51 a 100 personas,VALLE DE LAS BRISAS,65790,Nuevo León,Monterrey,8186762291,VENTAS@LIRDEL.COM,,100
901,HARI MASA,HARI MASA SA DE CV,Elaboración de harina de maíz,101 a 250 personas,NINGUNO,66350,Nuevo León,Santa Catarina,,SLRODRIGUEZ@HARIMASA.COM,WWW.HARIMASA.COM,250
902,HARINERA DE SINALOA,HARINERA DE SINALOA SA DE CV,Elaboración de harina de trigo,101 a 250 personas,MIRASOL,64102,Nuevo León,Monterrey,,OMAR.SALCEDO@HARINASGEMSO.COM,WWW.COORPORATIVOGEMSO.COM,250
903,HARINERA MONTERREY SA DE CV,HARINERA MONTERREY SA DE CV,Elaboración de harina de trigo,101 a 250 personas,CENTRO PONIENTE,64480,Nuevo León,Monterrey,,JGONZALEZMA@MOLINERAMX.COM,,250
904,HEINEKEN PLANTA MONTERREY,CERVECERIA CUAUHTEMOC MOCTEZUMA SA DE CV,Elaboración de cerveza,251 y más personas,BELLA VISTA,64410,Nuevo León,Monterrey,,HERIBERTO.FERNANDEZ@HEINEKEN.COM,,251
905,HILOS IRIS SA DE CV,HILOS IRIS SA DE CV,Fabricación de hilos para coser y bordar,101 a 250 personas,DEL NORTE,64500,Nuevo León,Monterrey,,SOPORTE@HILOSIRIS.COM,WWW.HILOSIRIS.COM,250
906,IMPULSORA DE SEGURIDAD INDUSTRIAL,IMPULSORA DE SEGURIDAD INDUSTRIAL SA DE CV,Confección en serie de uniformes,51 a 100 personas,DEL NORTE,64500,Nuevo León,Monterrey,,COMPRAS@ROMAK.COM,WWW.ROMAK.COM.MX,100
907,INDUSTRIAL ORGANICA SA DE CV,INDUSTRIAL ORGANICA SA DE CV,"Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas",51 a 100 personas,TOPO CHICO,64260,Nuevo León,Monterrey,,GREYES@IOSA.COM.MX,,100
908,INDUSTRIAS CONMAR,INDUSTRIAS CONMAR SA DE CV,Confección en serie de otra ropa exterior de materiales textiles,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,iconmar@PRODIGY.NET.MX,,100
909,INDUSTRIAS TROFOS,INDUSTRIAS TROFOS SA DE CV,Elaboración de galletas y pastas para sopa,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,8186914091,EELIZONDO@INDUSTRIASTROFOS.COM,WWW.INDUSTRIASTROFOS.COM,100
910,INSTANT FOODS DE MEXICO,INSTANT FOODS DE MEXICO SA DE CV,Elaboración de alimentos frescos para consumo inmediato,101 a 250 personas,EL LECHUGAL,6635,Nuevo León,Santa Catarina,,INFO@INSTANTFOODS.COM,WWW.INSTANTSFOODS.COM,250
911,INTERNACIONAL DE PRODUCTOS Y SEMILLAS,INTERNACIONAL DE PRODUCTOS Y SEMILLAS SA DE CV,Elaboración de botanas,101 a 250 personas,PARQUE INDUSTRIAL APODACA 1,66600,Nuevo León,Apodaca,,ADMINISTRACION@WINNUTS.COM.MX,WWW.WINNUTS.COM.MX,250
912,IXTLERA DE SANTA CATARINA,IXTLERA DE SANTA CATARINA SA DE CV,Preparación e hilado de fibras duras naturales,101 a 250 personas,ZONA CENTRO SANTA CATARINA,66350,Nuevo León,Santa Catarina,,OCTAVIO@IXTLERA.COM,WWW.IXTLERA.COM,250
913,JUGUEL UNIFORMES,JUGUEL UNIFORMES SA DE CV,Confección en serie de uniformes,101 a 250 personas,MITRAS NORTE,64320,Nuevo León,Monterrey,,PAGOS@JUGUEL.COM,,250
914,JUMBOCEL SA DE CV,JUMBOCEL SA DE CV,Confección de costales,251 y más personas,SANTA ROSA,66604,Nuevo León,Apodaca,,J.REYESN@GRUPOJUMBOPAK.COM,WWW.JUMBOCEL.COM,251
915,KERRY INGREDIENTS DE MEXICO,KERRY INGREDIENTS DE MEXICO SA DE CV,Elaboración de féculas y otros almidones y sus derivados,51 a 100 personas,INDUSTRIAL LA SILLA,67199,Nuevo León,Guadalupe,,PABLO.URBIOLA@KERRY.COM,WWW.KERRYMEXICO.COM,100
916,LA IMPERIAL SA,LA IMPERIAL SA,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,,FAUSTINO.MONTOYA@LAIMPERIAL.COM.MX,,250
917,LAGRANGE,LAGRANGE SA DE CV,Elaboración de leche líquida,51 a 100 personas,LAGRANGE,66480,Nuevo León,San Nicolás de los Garza,8183532200,SERVICIO@LAGRANGE.COM.MX,WWW.LAGRANGE.COM.MX,100
918,LANGSTON COMPANIES DE MÉXICO,LANGSTON COMPANIES DE MEXICO S DE RL DE CV,Confección de costales,251 y más personas,PARQUE INDUSTRIAL APODACA,66633,Nuevo León,Apodaca,,GADMIN@LANGSTONBAG.COM.MX,WWW.LAGSTONBAG.COM.MX,251
919,LIRIO,OLEOALIMENTOS SA DE CV,Elaboración de aceites y grasas vegetales comestibles,101 a 250 personas,OBRERA,,Nuevo León,Monterrey,,VENTAS@PRODUCTOSLIRIO.COM,,250
920,MALTA TEXO DE MEXICO,MALTA TEXO DE MEXICO SA DE CV,Elaboración de alimentos para animales,101 a 250 personas,INDUSTRIAL SAN RAFAEL,67110,Nuevo León,Guadalupe,,INFO@AMM.COM,WWW.MALTALEYTON.COM.MX,250
921,MANUFACTURERA TEXTIL HER MAR SA DE CV,MANUFACTURERA TEXTIL HER MAR SA DE CV,Confección en serie de uniformes,51 a 100 personas,MITRAS NORTE,64320,Nuevo León,Monterrey,,rosy@consultoresan.com,WWW.PRUPOMANTEX.COM,100
922,MISSION FOODS MEXICO,MISSION FOODS MEXICO SA DE CV,Panificación industrial,251 y más personas,EX-HACIENDA SANTA ROSA,66600,Nuevo León,Apodaca,8181538600,LPAQUOTR@GRUMA.COM,,251
923,MNA DE MEXICO,MNA DE MEXICO SA DE CV,Elaboración de alimentos para animales,101 a 250 personas,LA FE,66477,Nuevo León,San Nicolás de los Garza,,MNA@MNADEMEXICO.COM,WWW.MNADEMEXICO.COM,250
924,MOLIENDAS Y ALIMENTOS SA DE CV,MOLIENDAS Y ALIMENTOS SA DE CV,Elaboración de azúcar de caña,51 a 100 personas,DEL NORTE,64500,Nuevo León,Monterrey,,RH@MOLIENDAS.COM,WWW.MOLIENDAS.COM,100
925,MOLINERA DE MEXICO S A DE C V,MOLINERA DE MEXICO SA DE CV,Elaboración de harina de trigo,101 a 250 personas,APODACA,66615,Nuevo León,Guadalupe,,AREYE@GTRIMEX.MX,,250
926,MOLINERA LA ESPIGA,MOLINERA LA ESPIGA SA DE CV,Elaboración de harina de trigo,51 a 100 personas,JARDINES DE SAN RAFAEL,67110,Nuevo León,Guadalupe,,JALVAREZM@GTRIMEX.MX,,100
927,MOLINOS AZTECA SA DE CV,MOLINOS AZTECA SA DE CV,Elaboración de harina de maíz,251 y más personas,LA PURISIMA,67129,Nuevo León,Guadalupe,,BLANCAA228@GRUMA.COM,WWW.GRUMA.COM,251
928,MONDELEZ,MONDELEZ MEXICO S DE RL DE CV,Elaboración de galletas y pastas para sopa,251 y más personas,SAN RAFAEL,67110,Nuevo León,Guadalupe,5532233600,TULIO.GUERRERO@MDLZ.COM,WWW.MONDELEZ.COM,251
929,MR PAY PASTELERIAS,PASTELES Y POSTRES DEL NORTE SA DE CV,Panificación tradicional,101 a 250 personas,SAN NICOLAS CENTRO,66400,Nuevo León,San Nicolás de los Garza,,VICTORSALAZAR@MRPAY.COM.MX,WWW.MRPAYPASTELERIA.COM.MX,250
930,NACIONAL DE ALIMENTOS Y HELADOS,NACIONAL DE ALIMENTOS Y HELADOS SA DE CV,Elaboración de botanas,251 y más personas,NORBERTO AGUIRRE PLANCARES,66367,Nuevo León,Santa Catarina,,CARLOS.HERMOSILLO@ARCACONTAL.COM,,251
931,NUTRIENTES BASICOS DE MONTERREY,NUTRIENTES BASICOS DE MONTERREY SA DE CV,Elaboración de alimentos para animales,101 a 250 personas,EL MILAGRO,66634,Nuevo León,Apodaca,,VENTAS@NUTRIENTESBASICOS.COM,WWW.NUBAM.COM.MX,250
932,OLIMODA SA DE CV,OLIMODA SA DE CV,Fabricación de calzado con corte de piel y cuero,51 a 100 personas,INDUSTRIAL SAN RAFAEL,67119,Nuevo León,Guadalupe,,contadorphp@yahoo.com,RAMIROOLIVARES.COM,100
933,ORIGINALES ROSSANA SA DE CV,,Confección en serie de uniformes,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,8110522222,RENE_DAVILA@ROSSANA.COM.MX,,100
934,PALMEX ALIMENTOS,PALMEX ALIMENTOS SA DE CV,Elaboración de botanas,251 y más personas,EL LECHUGAL,66350,Nuevo León,Santa Catarina,,JGLOPEZ@PALMEX.COM,,251
935,PANADERIA Y PASTELERIA LA SUPREMA,PANADERIA Y PASTELERIA LA SUPREMA SA DE CV,Panificación tradicional,51 a 100 personas,ESTANCIA MINERA CUARTO SECTOR,66476,Nuevo León,San Nicolás de los Garza,8128901435,CARLOSSANTIAGO@PASTELERIALASUPREMA.COM.MX,WWW.PASTELERIALASUPREMA.COM.MX,100
936,PANTELLE,PANTELLE SA DE CV,Fabricación de calcetines y medias de tejido de punto,251 y más personas,LA SILLA,67193,Nuevo León,Guadalupe,,OMARTINEZ@ATLETICOS.COM.MX,,251
937,PASTAS MOLISABA SA DE CV,PASTAS MOLISABA SA DE CV,Elaboración de galletas y pastas para sopa,251 y más personas,LA LEONA,66210,Nuevo León,San Pedro Garza García,,CCASTILLO@GRUPOHARINAS.MX,WWW.GRUPOHARINAS.COM,251
938,PASTELERIA ESTRELLA ROJA,SOCIEDAD COOPERATIVA DE PRODUCCION LA ESTRELLA ROJA ,Panificación tradicional,51 a 100 personas,INDUSTRIAL,64440,Nuevo León,Monterrey,,PERSONAL@LAESTRELLAROJA.COM,WWW.LAESTRELLAROJA.COM.MX,100
939,PASTELERIA LETY,PASTELERIA LETY SA DE CV,Panificación tradicional,251 y más personas,LA GRANGE,66490,Nuevo León,San Nicolás de los Garza,,DPOSADA@PASTELERIALETY.COM,WWW.PASTELERIALETY.COM,251
940,PICSA DE MÉXICO INTERNACIONAL,PICSA DE MÉXICO INTERNACIONAL SA DE CV,"Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas",101 a 250 personas,VALLE SOLEADO,67115,Nuevo León,Guadalupe,,RHNOMINAS@PICSADEMEXICO.COM.MX,WWW.PICSADEMEXICO.COM.MX,250
941,PLANTA NUEVO LEON,JUVASA SAPI DE CV,Elaboración de refrescos y otras bebidas no alcohólicas,101 a 250 personas,APODACA,66603,Nuevo León,Apodaca,5561116078,JUAN.CUEVAS@JVALLE.COM,WWW.JUGOSDELVALLE.COM,250
942,PROCESADORA Y COMERCIALIZADORA CANAGRO,PROCESADORA Y COMERCIALIZADORA  CANAGRO ,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",51 a 100 personas,INDUSTRIAL,64440,Nuevo León,Monterrey,8112331000,J-BUSTOS@CANAGRO.COM,,100
943,PRODUCTORA DE BOCADOS CÁRNICOS,PRODUCTORA DE BOCADOS CARNICOS SA DE CV,"Corte y empacado de carne de ganado, aves y otros animales comestibles",251 y más personas,SANTA ROSA,66604,Nuevo León,Apodaca,,RODOLFO.AGUIRRE@PROBOCA.NET,WWW.PROBOCA.NET,251
944,PRODUCTOS AGROINDUSTRIALES AZTECA,PRODUCTOS AGROINDUSTRIALES AZTECA SA DE CV,Elaboración de alimentos para animales,101 a 250 personas,SAN RAFAEL,67110,Nuevo León,Guadalupe,,LGONZALEZG@GRUMA.COM,WWW.GRUMA.COM,250
945,PRODUCTOS ALIMENTICIOS JOHNNY RIOS,,Panificación tradicional,101 a 250 personas,CENTRO DE APODACA,66600,Nuevo León,Apodaca,,ADMINISTRACION@JOHNNYRIOS.COM.MX,WWW.JOHNNYRIOS.COM.MX,250
946,PRODUCTOS DELTA DEL NORTE,PRODUCTOS DELTA DEL NORTE SA DE CV,Panificación tradicional,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,ALEJANDRO.RODRIGUEZ@TIOBALDO.COM.MX,,100
947,PRODUCTOS LA TRADICIONAL,PRODUCTOS TRADICIONAL SA DE CV,Elaboración de botanas,101 a 250 personas,CENTRO HUINALA,66600,Nuevo León,Apodaca,,FACTURACION@TOSTADASDELICIAS.COM,,250
948,PROSAZON,PROSAZON SA DE CV,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,LAS FLORES,64530,Nuevo León,Monterrey,,KMONSIVAIS@PROSAZON.COM,WWW.PROSAZON.COM,251
949,PROVEEDORA DE ARTICULOS DE CONSUMO,PROVEEDORA DE ARTICULOS DE CONSUMO SA DE CV,Fabricación de hilos para coser y bordar,51 a 100 personas,INDUSTRIAL LA SILLA,67204,Nuevo León,Guadalupe,,PROARCOSADECV@PROARCOSADECV.COM,WWW.PROARCOSADECV.COM,100
950,PROVEEDORA DE SERVICIOS CARNICOS DEL NORTE,PROVEDORA DE SERVICIOS CARNICOS DEL NORTE SA DE CV,"Matanza de ganado, aves y otros animales comestibles",51 a 100 personas,HACIENDA LOS LERMAS,,Nuevo León,Guadalupe,,SERCARNICOS@GMAIL.COM,,100
951,PROVEEDORES DE INGENIERIA ALIMENTARIA,PROVEEDORES DE INGENIERIA ALIMENTARIA SA DE CV,Elaboración de condimentos y aderezos,251 y más personas,PARQUE INDUSTRIAL KRONOS,66600,Nuevo León,Apodaca,,INFORMACION@PIASA.COM,WWW.PIASA.COM,251
952,QUALAMEX,QUALAMEX SA DE CV,Elaboración de refrescos y otras bebidas no alcohólicas,101 a 250 personas,ROMA,64700,Nuevo León,Monterrey,7222762880,NOGONZALEZM@QUALA.COM.MX,WWW.QUALA.COM.MX,250
953,QUALTIA ALIMENTOS OPERACIONES,QUALTIA ALIMENTOS OPERACIONES S DE RL DE CV,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,LAGRANGE,66470,Nuevo León,San Nicolás de los Garza,,LIZETH.SILVA@QUALITA.COM,WWW.QUALTIA.COM.MX,251
954,RAGASA INDUSTRIAS,RAGASA INDUSTRIAS SA DE CV,Elaboración de aceites y grasas vegetales comestibles,251 y más personas,MITRAS NORTE,64320,Nuevo León,Monterrey,,JCABIRALES@RAGASA.COM.MX,,251
955,RAGASA INDUSTRIAS,RAGASA INDUSTRIAS SA DE CV,Elaboración de aceites y grasas vegetales comestibles,251 y más personas,LA CONDESA,67120,Nuevo León,Guadalupe,,JCABRIALES@RAGASA.COM.MX,,251
956,RASTRO EMPACADORA TREVINO,,"Corte y empacado de carne de ganado, aves y otros animales comestibles",51 a 100 personas,INDUSTRIAL,64440,Nuevo León,Monterrey,,clienteset@empacadoraselecta.com.mx,,100
957,REGULES INDUSTRIAS,REGULES INDUSTRIAS SA DE CV,Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación,251 y más personas,OBISPADO,64060,Nuevo León,Monterrey,,REYNOLDTL@HOTMAIL.COM,,251
958,RENDIMIENTOS GRASOS,RENDIMIENTOS GRASOS SA DE CV,Elaboración de alimentos para animales,251 y más personas,SANTA ENGRACIA,66267,Nuevo León,San Pedro Garza García,,CONTABILDAD@RENGRAN.COM.MX,WWW.RENGRAN.COM.MX,251
959,ROPA CONTINENTAL,ROPA CONTINENTAL SA DE CV,Confección en serie de otra ropa exterior de materiales textiles,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,LDURAN@GRUPOBAMEX.COM,,100
960,SABORES DELHORNO,SABORES DEL HORNO SA DE CV,Panificación tradicional,101 a 250 personas,TERMINAL,,Nuevo León,Monterrey,,COMPRAS@PASTELERIACATY.COM.MX,WWW.PASTELERIACATY.COM,250
961,SOCIEDAD COOPERATIVA DE PRODUCCION LA ESTRELLA ROJA,SOCIEDAD COOPERATIVA DE PRODUCCION LA ESTRELLA ROJA S.C.L SOCIEDAD COOPERATIVA LIMITADA,Panificación industrial,51 a 100 personas,INDUSTRIAL,64440,Nuevo León,Monterrey,,FACTURACION@LAESTRELLAROJA.COM.MX,WWW.LAESTRELLAROJA.COM.MX,100
962,SUCABRITO,SUCABRITO SA DE CV,"Matanza de ganado, aves y otros animales comestibles",101 a 250 personas,SIN REFERENCIA,67450,Nuevo León,Monterrey,,RECURSOS.HUMANOA@SUCABRITO.COM,,250
963,TOSTADAS MUSIQUERAS,PRODUCTOS DESHIDRATADOS PAGA SA DE CV,Elaboración de botanas,101 a 250 personas,LA COMEDIA,67180,Nuevo León,Guadalupe,8110266478,PECINA@MUSIQUERAS.COM.MX,WWW.MUSIQUERAS.COM.MX,250
964,TOSTADAS Y BOTANAS PREMIUM,TOSTADAS Y BOTANAS PREMIUM SA DE CV,Elaboración de botanas,101 a 250 personas,REGIO PARQUE INDUSTRIAL,66600,Nuevo León,Apodaca,,VENTAS@TYBPREMIUM.COM,WWW.ELGALLODEORO.COM,250
965,TRANSFORMACION CARNICA,TRANSFORMACION CARNICA SPR DE RLO DE CV,"Corte y empacado de carne de ganado, aves y otros animales comestibles",101 a 250 personas,REGIO PARQUE INDUSTRIAL,66647,Nuevo León,Apodaca,,CONTABILIDAD@TRANSFORMACIONCARNICA.COM,WWW.TRANSFORMACIONCARNICA.COM,250
966,TROSI DE CARNES,BACHOCO SA DE CV,"Corte y empacado de carne de ganado, aves y otros animales comestibles",101 a 250 personas,PARQUE INDUSTRIAL MONTERREY,,Nuevo León,Apodaca,,RAFAEL.CERVANTES@BACHOCO.NET,BACHOCO.COM.MX,250
967,TROUW NUTRITION MEXICO,TROUW NUTRITION MEXICO SA DE CV,Elaboración de alimentos para animales,251 y más personas,CENTRAL DE CARGA,66494,Nuevo León,San Nicolás de los Garza,,SAIRA.ARAIZA@TROUWNUTRITION.COM,WWW.TROUWNUTRITION.MX,251
968,UNIFORMES DE CALIDAD SA DE CV,UNIFORMES DE CALIDAD SA DE CV,Confección en serie de uniformes,51 a 100 personas,BERNARDO REYES,64280,Nuevo León,Monterrey,,cobranza@uniformesdecalidad.com,,100
969,ZUMBA PICA,PRODUCTORA Y COMERCIALIZADORA DE PRODUCTOS SA DE CV,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",251 y más personas,KALOS PONIENTE,66370,Nuevo León,Santa Catarina,,ALERODRIGUEZ@ZUMBAPICA.COM,,251
970,ABRASIVOS Y CONVERSIONES IDEAL SA DE CV,ABRASIVOS Y CONVERSIONES IDEAL SA DE CV,Fabricación de productos abrasivos,51 a 100 personas,NIÑO ARTILLERO,64280,Nuevo León,Monterrey,,IDEAL@ACIDEL.COM,WWW.ACIDEAL.COM,100
971,ACS INTERNACIONAL,ACS INTERNACIONAL S DE RL DE CV,Fabricación de autopartes de plástico con y sin reforzamiento,51 a 100 personas,ESTRELLA,64400,Nuevo León,Monterrey,,SEBASTIAN.SALAZAR@ACSIND.COM,,100
972,ADESA,ADMINISTRACION Y DESARROLLO DE ENERGIA SA,Fabricación de otros productos químicos básicos inorgánicos,51 a 100 personas,DESARROLLO INDUSTRIAL MONTERREY,66390,Nuevo León,Santa Catarina,,PAGOS@ADESAMEX.COM,WWW.ADESAMEX.COM.MX,100
973,AGE EMPAQUES DE MEXICO,AGE EMPAQUES DE MEXICO S DE RL DE CV,Fabricación de envases de cartón,251 y más personas,TRABAJADORES,66149,Nuevo León,Santa Catarina,,TCONTRERAS@ANCHORBAYPACKAGING.COM,WWW.AGEEMPAQUESDEMEXICO.COM,251
974,AGRICEL,PRODUCTOS QUIMICOS MONTERREY SA DE CV,Fabricación de otros productos químicos básicos inorgánicos,51 a 100 personas,EL LECHUGAL,66350,Nuevo León,Santa Catarina,,JOSE.CUELLO@PQM.COM.MX,,100
975,AGRICEL SA DE CV,AGRICEL SA DE CV,Fabricación de otros productos químicos básicos inorgánicos,51 a 100 personas,AGRICEL,66350,Nuevo León,Santa Catarina,,RECURSOSH@AGRICEL.COM,,100
976,AISLANTES INDUSTRIALES DE MONTERREY,AISLANTES INDUSTRIALES DE MONTERREY SA,Fabricación de espumas y productos de poliestireno,101 a 250 personas,COYOACAN,64510,Nuevo León,Monterrey,,TORRES@AIMSA.COM,WWW.AIMSA.COM,250
977,AKRA POLYESTER,AKRA POLYESTER SA DE CV,Fabricación de fibras químicas,251 y más personas,PEDRO LOZANO,64400,Nuevo León,Monterrey,,SLOPEZ@AKRA.COM,,251
978,AKZO NOBEL INDA,AKZO NOBEL INDA SA DE CV,Fabricación de pinturas y recubrimientos,101 a 250 personas,PARQUE INDUSTRIAL APODACA,66600,Nuevo León,Apodaca,,MARU.RODRIGUEZ@AZKONOBEL.COM,AKZONOBEL.COM,250
979,ALIAN PLASTICS,ALIAN PLASTICS SA DE CV,Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,VYNMSA,66350,Nuevo León,Santa Catarina,,GUADALUPE.SANCHEZ@ALIAN.MX,,250
980,ALUMINIOS FERHER,ALUMINIOS FERHER SA DE CV,Fabricación de productos de madera para la construcción,51 a 100 personas,APODACA CENTRO,66600,Nuevo León,Apodaca,83862442,CONTABILIDAD@ALUMINIOSFERHER.MX,,100
981,AMCOR,AMCOR TOBACO PACKAGING MEXICO S DE RL DE CV,Fabricación de envases de cartón,251 y más personas,APODACA TECHNOLOGY PARK I,66627,Nuevo León,Apodaca,,FERNANDO.AGUILAR@AMCOR.COM,,251
982,AMD,ADVANCED MOLDING AND DECORATION SA DE CV,Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,PARQUE INDUSTRIAL KALOS,66367,Nuevo León,Santa Catarina,,ROSIE.RODRIGUEZ@METHOLE.COM,,251
983,AMERICAN POLY DEL NORTE SA DE CV,AMERICAN POLY DEL NORTE SA DE CV,Fabricación de bolsas y películas de plástico flexible,251 y más personas,STIVA BARRAGAN,66425,Nuevo León,San Nicolás de los Garza,,CONTADOR@AMERICANPOLY.COM.MX,,251
984,ARSTAR SA DE CV,ARSTAR SA DE CV,Fabricación de otros productos de plástico con reforzamiento,51 a 100 personas,VILLA DE SAN MIGUEL,67110,Nuevo León,Guadalupe,,CONTADOR.ARSTAR@ARSTAR.COM.MX,,100
